Year;Month;Province;Mortgaged_FirstHand_Sale;Mortgaged_SecondHand_Sale;Other_FirstHand_Sale;Other_SecondHand_Sale
2016;March;Sinop-57;43;34;100;97
2016;March;Sirnak-73;1;3;10;5
2016;March;Sivas-58;113;65;331;239
2016;March;Tekirdag-59;528;598;756;1257
2016;March;Tokat-60;89;100;137;148
2016;March;Trabzon-61;117;151;438;441
2016;March;Tunceli-62;6;2;17;8
2016;March;Usak-64;73;81;167;187
2016;March;Van-65;17;38;228;88
2016;March;Yalova-77;50;74;193;581
2016;March;Yozgat-66;32;62;109;151
2016;March;Zonguldak-67;82;135;122;245
2016;April;Adana-1;313;457;796;651
2016;April;Adiyaman-2;65;47;204;178
2016;April;Afyonkarahisar-3;61;83;197;217
2016;April;Agri-4;15;9;72;71
2016;April;Aksaray-68;52;51;138;99
2016;April;Amasya-5;47;72;235;140
2016;April;Ankara-6;1645;2858;2980;4360
2016;April;Antalya-7;443;907;1611;3191
2016;April;Ardahan-75;3;0;1;3
2016;April;Artvin-8;14;27;33;49
2016;April;Aydin-9;237;431;763;961
2016;April;Balikesir-10;223;401;503;1317
2016;April;Bartin-74;42;31;82;33
2016;April;Batman-72;42;22;170;87
2016;April;Bayburt-69;4;3;11;2
2016;April;Bilecik-11;39;50;129;85
2016;April;Bingol-12;4;4;75;33
2016;April;Bitlis-13;3;10;18;38
2016;April;Bolu-14;78;65;156;220
2016;April;Burdur-15;34;28;213;53
2016;April;Bursa-16;632;823;1150;1575
2016;April;Canakkale-17;156;147;336;379
2016;April;Cankiri-18;12;42;63;69
2016;April;Corum-19;83;121;229;298
2016;April;Denizli-20;241;211;349;318
2016;April;Diyarbakir-21;225;153;425;403
2016;April;Duzce-81;87;44;178;160
2016;April;Edirne-22;64;96;162;260
2016;April;Elazig-23;34;109;188;353
2016;April;Erzincan-24;20;21;40;58
2016;April;Erzurum-25;71;69;121;185
2016;April;Eskisehir-26;268;239;651;621
2016;April;Gaziantep-27;247;305;685;831
2016;April;Giresun-28;51;69;154;162
2016;April;Gumushane-29;5;9;63;31
2016;April;Hakkari-30;0;1;10;2
2016;April;Hatay-31;228;186;554;494
2016;April;Igdir-76;15;7;26;22
2016;April;Isparta-32;30;65;186;138
2016;April;Istanbul-34;3365;3685;5557;6930
2016;April;Izmir-35;758;1524;1800;2486
2016;April;Kahramanmaras-46;195;101;518;252
2016;April;Karabuk-78;64;39;140;130
2016;April;Karaman-70;40;38;95;61
2016;April;Kars-36;29;30;50;39
2016;April;Kastamonu-37;49;42;112;109
2016;April;Kayseri-38;188;482;651;907
2016;April;Kilis-79;10;16;130;26
2016;April;Kirikkale-71;61;65;120;145
2016;April;Kirklareli-39;87;107;245;191
2016;April;Kirsehir-40;27;44;122;101
2016;April;Kocaeli-41;451;546;729;974
2016;April;Konya-42;218;374;862;945
2016;April;Kutahya-43;85;78;232;246
2016;April;Malatya-44;109;165;349;407
2016;April;Manisa-45;302;369;607;482
2016;April;Mardin-47;78;30;259;118
2016;April;Mersin-33;297;648;781;1194
2016;April;Mugla-48;116;260;287;709
2016;April;Mus-49;1;14;27;40
2016;April;Nevsehir-50;12;37;44;117
2016;April;Nigde-51;37;46;93;160
2016;April;Ordu-52;136;107;239;238
2016;April;Osmaniye-80;88;76;200;172
2016;April;Rize-53;35;52;116;96
2016;April;Sakarya-54;268;225;715;819
2016;April;Samsun-55;215;270;586;613
2016;April;Sanliurfa-63;155;159;675;470
2016;April;Siirt-56;16;10;118;52
2016;April;Sinop-57;41;40;78;59
2016;April;Sirnak-73;0;2;10;6
2016;April;Sivas-58;102;69;224;195
2016;April;Tekirdag-59;553;542;759;1247
2016;April;Tokat-60;60;86;109;128
2016;April;Trabzon-61;70;122;282;401
2016;April;Tunceli-62;5;3;26;10
2016;April;Usak-64;39;52;101;107
2016;April;Van-65;24;32;109;105
2016;April;Yalova-77;53;62;236;430
2016;April;Yozgat-66;20;50;59;108
2016;April;Zonguldak-67;62;103;145;193
2016;May;Adana-1;260;477;680;718
2016;May;Adiyaman-2;68;61;171;117
2016;May;Afyonkarahisar-3;90;66;221;279
2016;May;Agri-4;17;15;73;57
2016;May;Aksaray-68;43;43;189;127
2016;May;Amasya-5;65;69;116;112
2016;May;Ankara-6;1568;2988;2775;4077
2016;May;Antalya-7;469;913;1489;2122
2016;May;Ardahan-75;0;5;0;8
2016;May;Artvin-8;29;34;23;49
2016;May;Aydin-9;254;447;776;1064
2016;May;Balikesir-10;233;396;506;1258
2016;May;Bartin-74;58;32;107;79
2016;May;Batman-72;41;28;180;110
2016;May;Bayburt-69;3;7;10;18
2016;May;Bilecik-11;79;53;109;99
2016;May;Bingol-12;5;6;223;41
2016;May;Bitlis-13;6;7;16;29
2016;May;Bolu-14;78;59;117;142
2016;May;Burdur-15;33;33;137;52
2016;May;Bursa-16;751;819;1174;1574
2016;May;Canakkale-17;132;175;318;362
2016;May;Cankiri-18;16;34;50;67
2016;May;Corum-19;98;115;213;236
2016;May;Denizli-20;215;276;343;357
2016;May;Diyarbakir-21;247;181;1131;390
2016;May;Duzce-81;121;51;150;128
2016;May;Edirne-22;67;107;206;253
2016;May;Elazig-23;62;108;287;323
2016;May;Erzincan-24;29;20;53;63
2016;May;Erzurum-25;89;93;146;295
2016;May;Eskisehir-26;307;285;602;569
2016;May;Gaziantep-27;274;386;728;755
2016;May;Giresun-28;62;68;139;140
2016;May;Gumushane-29;7;6;21;21
2016;May;Hakkari-30;1;0;4;0
2016;May;Hatay-31;257;173;636;516
2016;May;Igdir-76;28;19;32;26
2016;May;Isparta-32;38;78;142;156
2016;May;Istanbul-34;3496;3854;7725;6563
2016;May;Izmir-35;844;1611;1741;2501
2016;May;Kahramanmaras-46;191;114;861;286
2016;May;Karabuk-78;78;59;230;161
2016;May;Karaman-70;38;48;93;89
2016;May;Kars-36;30;17;62;46
2016;May;Kastamonu-37;54;57;135;115
2016;May;Kayseri-38;178;483;718;942
2016;May;Kilis-79;14;3;150;33
2016;May;Kirikkale-71;70;77;234;151
2016;May;Kirklareli-39;105;90;224;203
2016;May;Kirsehir-40;36;42;107;111
2016;May;Kocaeli-41;574;599;978;1089
2016;May;Konya-42;264;386;844;1036
2016;May;Kutahya-43;81;102;265;230
2016;May;Malatya-44;122;177;297;370
2016;May;Manisa-45;361;343;603;501
2016;May;Mardin-47;77;26;281;126
2016;May;Mersin-33;307;660;832;1287
2016;May;Mugla-48;137;272;235;656
2016;May;Mus-49;3;12;42;36
2016;May;Nevsehir-50;14;50;54;87
2016;May;Nigde-51;54;62;160;180
2016;May;Ordu-52;130;106;231;219
2016;May;Osmaniye-80;96;58;192;156
2016;May;Rize-53;29;41;57;60
2016;May;Sakarya-54;296;247;924;680
2016;May;Samsun-55;256;288;632;580
2016;May;Sanliurfa-63;134;135;650;454
2016;May;Siirt-56;25;23;89;76
2016;May;Sinop-57;37;36;124;61
2016;May;Sirnak-73;1;2;23;7
2016;May;Sivas-58;89;73;245;198
2016;May;Tekirdag-59;511;569;705;1088
2016;May;Tokat-60;85;81;101;136
2016;May;Trabzon-61;98;157;426;380
2016;May;Tunceli-62;11;8;42;41
2016;May;Usak-64;70;54;182;125
2016;May;Van-65;16;58;4379;109
2016;May;Yalova-77;63;75;224;421
2016;May;Yozgat-66;24;51;122;122
2016;May;Zonguldak-67;60;125;172;192
2016;June;Adana-1;315;486;689;696
2016;June;Adiyaman-2;71;78;169;118
2016;June;Afyonkarahisar-3;89;83;275;250
2016;June;Agri-4;24;19;118;45
2016;June;Aksaray-68;70;51;145;99
2016;June;Amasya-5;74;65;118;83
2016;June;Ankara-6;1829;2966;2909;3991
2016;June;Antalya-7;461;917;1454;1959
2016;June;Ardahan-75;0;4;8;7
2016;June;Artvin-8;27;34;10;39
2016;June;Aydin-9;363;424;854;1029
2016;June;Balikesir-10;243;382;463;1110
2016;June;Bartin-74;57;38;103;62
2016;June;Batman-72;55;33;124;66
2016;June;Bayburt-69;7;4;14;9
2016;June;Bilecik-11;56;42;103;123
2016;June;Bingol-12;5;3;119;56
2016;June;Bitlis-13;17;14;26;43
2016;June;Bolu-14;123;77;163;213
2016;June;Burdur-15;31;17;98;63
2016;June;Bursa-16;735;814;1199;1519
2016;June;Canakkale-17;131;145;403;347
2016;June;Cankiri-18;30;31;50;54
2016;June;Corum-19;92;120;204;226
2016;June;Denizli-20;256;220;390;369
2016;June;Diyarbakir-21;260;165;386;353
2016;June;Duzce-81;117;59;202;154
2016;June;Edirne-22;97;141;173;245
2016;June;Elazig-23;60;83;250;290
2016;June;Erzincan-24;24;24;60;61
2016;June;Erzurum-25;61;76;157;181
2016;June;Eskisehir-26;340;310;662;610
2016;June;Gaziantep-27;316;354;696;670
2016;June;Giresun-28;66;81;141;140
2016;June;Gumushane-29;17;6;21;10
2016;June;Hakkari-30;1;0;4;1
2016;June;Hatay-31;280;237;640;447
2016;June;Igdir-76;23;7;38;28
2016;June;Isparta-32;36;62;205;141
2016;June;Istanbul-34;3723;3931;6157;6595
2016;June;Izmir-35;832;1672;1764;2477
2016;June;Kahramanmaras-46;216;111;422;292
2016;June;Karabuk-78;84;59;194;162
2016;June;Karaman-70;31;46;93;53
2016;June;Kars-36;21;21;56;28
2016;June;Kastamonu-37;67;60;146;114
2016;June;Kayseri-38;173;461;701;813
2016;June;Kilis-79;6;13;91;32
2016;June;Kirikkale-71;59;62;168;147
2016;June;Kirklareli-39;123;115;239;137
2016;June;Kirsehir-40;37;39;107;78
2016;June;Kocaeli-41;502;601;906;938
2016;June;Konya-42;289;342;769;915
2016;June;Kutahya-43;104;96;230;208
2016;June;Malatya-44;129;159;331;300
2016;June;Manisa-45;340;357;582;431
2016;June;Mardin-47;74;34;223;130
2016;June;Mersin-33;329;634;826;1299
2016;June;Mugla-48;162;275;283;791
2016;June;Mus-49;8;12;31;38
2016;June;Nevsehir-50;20;48;29;78
2016;June;Nigde-51;71;68;176;142
2016;June;Ordu-52;147;90;204;191
2016;June;Osmaniye-80;78;71;143;127
2016;June;Rize-53;34;56;126;90
2016;June;Sakarya-54;304;240;765;555
2016;June;Samsun-55;262;267;492;538
2016;June;Sanliurfa-63;135;129;493;391
2016;June;Siirt-56;36;16;51;39
2016;June;Sinop-57;55;34;107;70
2016;June;Sirnak-73;0;3;31;8
2016;June;Sivas-58;81;71;304;221
2016;June;Tekirdag-59;549;546;639;1084
2016;June;Tokat-60;75;85;127;119
2016;June;Trabzon-61;91;144;361;379
2016;June;Tunceli-62;12;10;44;30
2016;June;Usak-64;67;63;168;116
2016;June;Van-65;18;51;150;108
2016;June;Yalova-77;44;62;191;343
2016;June;Yozgat-66;43;56;93;116
2016;June;Zonguldak-67;88;111;120;210
2016;July;Adana-1;249;337;514;474
2016;July;Adiyaman-2;34;58;134;124
2016;July;Afyonkarahisar-3;67;60;175;205
2016;July;Agri-4;18;5;50;53
2016;July;Aksaray-68;39;33;202;139
2016;July;Amasya-5;55;53;120;99
2016;July;Ankara-6;1015;1887;2057;2996
2016;July;Antalya-7;295;556;1154;1385
2016;July;Ardahan-75;0;1;0;2
2016;July;Artvin-8;25;14;41;36
2016;July;Aydin-9;241;309;663;900
2016;July;Balikesir-10;176;293;411;924
2016;July;Bartin-74;63;42;87;72
2016;July;Batman-72;37;10;208;89
2016;July;Bayburt-69;7;2;18;11
2016;July;Bilecik-11;48;40;89;53
2016;July;Bingol-12;4;5;132;40
2016;July;Bitlis-13;4;3;31;57
2016;July;Bolu-14;50;48;130;137
2016;July;Burdur-15;29;22;64;74
2016;July;Bursa-16;527;546;850;1214
2016;July;Canakkale-17;137;121;395;334
2016;July;Cankiri-18;33;24;66;56
2016;July;Corum-19;73;97;213;192
2016;July;Denizli-20;143;143;298;248
2016;July;Diyarbakir-21;201;128;342;319
2016;July;Duzce-81;75;32;176;115
2016;July;Edirne-22;69;82;236;200
2016;July;Elazig-23;47;65;244;354
2016;July;Erzincan-24;15;23;52;47
2016;July;Erzurum-25;77;75;152;172
2016;July;Eskisehir-26;232;200;514;500
2016;July;Gaziantep-27;186;227;828;613
2016;July;Giresun-28;60;66;171;154
2016;July;Gumushane-29;2;3;31;15
2016;July;Hakkari-30;0;0;3;2
2016;July;Hatay-31;196;142;560;441
2016;July;Igdir-76;16;6;38;26
2016;July;Isparta-32;25;44;140;139
2016;July;Istanbul-34;1880;2193;3540;4290
2016;July;Izmir-35;608;1041;1350;1811
2016;July;Kahramanmaras-46;166;84;464;283
2016;July;Karabuk-78;77;29;133;121
2016;July;Karaman-70;26;28;113;104
2016;July;Kars-36;30;19;60;39
2016;July;Kastamonu-37;51;58;148;166
2016;July;Kayseri-38;117;361;691;947
2016;July;Kilis-79;11;12;100;36
2016;July;Kirikkale-71;51;41;174;136
2016;July;Kirklareli-39;84;71;174;138
2016;July;Kirsehir-40;22;36;116;111
2016;July;Kocaeli-41;291;377;649;727
2016;July;Konya-42;204;236;759;787
2016;July;Kutahya-43;65;64;180;312
2016;July;Malatya-44;107;139;249;299
2016;July;Manisa-45;244;268;442;444
2016;July;Mardin-47;48;25;330;115
2016;July;Mersin-33;275;475;595;1018
2016;July;Mugla-48;102;190;280;613
2016;July;Mus-49;2;6;21;38
2016;July;Nevsehir-50;8;28;35;95
2016;July;Nigde-51;44;36;128;181
2016;July;Ordu-52;122;67;319;188
2016;July;Osmaniye-80;56;51;144;140
2016;July;Rize-53;19;25;77;80
2016;July;Sakarya-54;205;141;647;491
2016;July;Samsun-55;201;238;566;546
2016;July;Sanliurfa-63;94;107;450;396
2016;July;Siirt-56;19;14;67;60
2016;July;Sinop-57;50;32;147;82
2016;July;Sirnak-73;1;0;12;8
2016;July;Sivas-58;109;58;339;283
2016;July;Tekirdag-59;346;374;505;891
2016;July;Tokat-60;71;44;128;116
2016;July;Trabzon-61;66;97;700;337
2016;July;Tunceli-62;11;5;79;26
2016;July;Usak-64;43;41;143;138
2016;July;Van-65;18;36;107;115
2016;July;Yalova-77;26;42;149;358
2016;July;Yozgat-66;39;41;176;127
2016;July;Zonguldak-67;45;100;130;178
2016;August;Adana-1;474;518;813;672
2016;August;Adiyaman-2;72;96;186;172
2016;August;Afyonkarahisar-3;109;73;271;272
2016;August;Agri-4;12;11;79;53
2016;August;Aksaray-68;41;30;177;115
2016;August;Amasya-5;85;105;187;120
2016;August;Ankara-6;1674;3092;3204;4330
2016;August;Antalya-7;467;965;1576;1968
2016;August;Ardahan-75;1;2;1;9
2016;August;Artvin-8;43;43;41;58
2016;August;Aydin-9;327;422;997;1300
2016;August;Balikesir-10;280;445;642;1414
2016;August;Bartin-74;62;38;165;84
2016;August;Batman-72;52;32;195;81
2016;August;Bayburt-69;11;6;43;14
2016;August;Bilecik-11;61;58;106;111
2016;August;Bingol-12;14;4;185;43
2016;August;Bitlis-13;16;21;84;45
2016;August;Bolu-14;87;73;151;147
2016;August;Burdur-15;41;35;105;80
2016;August;Bursa-16;725;772;1296;1656
2016;August;Canakkale-17;157;191;450;420
2016;August;Cankiri-18;32;48;91;54
2016;August;Corum-19;128;132;294;269
2016;August;Denizli-20;286;264;511;354
2016;August;Diyarbakir-21;310;235;555;456
2016;August;Duzce-81;132;63;215;151
2016;August;Edirne-22;112;123;264;254
2016;August;Elazig-23;78;168;410;486
2016;August;Erzincan-24;37;31;64;61
2016;August;Erzurum-25;84;101;226;254
2016;August;Eskisehir-26;347;294;751;623
2016;August;Gaziantep-27;373;374;1134;973
2016;August;Giresun-28;60;89;205;212
2016;August;Gumushane-29;15;13;59;47
2016;August;Hakkari-30;0;0;6;2
2016;August;Hatay-31;267;241;674;558
2016;August;Igdir-76;39;10;49;35
2016;August;Isparta-32;36;68;233;170
2016;August;Istanbul-34;3097;3303;5077;6026
2016;August;Izmir-35;803;1455;1774;2387
2016;August;Kahramanmaras-46;269;140;691;363
2016;August;Karabuk-78;92;68;127;132
2016;August;Karaman-70;33;32;144;94
2016;August;Kars-36;41;21;51;56
2016;August;Kastamonu-37;90;76;234;172
2016;August;Kayseri-38;169;540;1058;1528
2016;August;Kilis-79;31;21;120;48
2016;August;Kirikkale-71;85;93;203;201
2016;August;Kirklareli-39;108;109;248;196
2016;August;Kirsehir-40;52;54;212;190
2016;August;Kocaeli-41;485;529;866;987
2016;August;Konya-42;275;378;921;959
2016;August;Kutahya-43;97;86;273;269
2016;August;Malatya-44;143;192;364;423
2016;August;Manisa-45;357;422;610;503
2016;August;Mardin-47;92;50;372;192
2016;August;Mersin-33;342;631;718;1297
2016;August;Mugla-48;116;237;278;574
2016;August;Mus-49;2;13;66;55
2016;August;Nevsehir-50;16;51;69;150
2016;August;Nigde-51;76;73;202;168
2016;August;Ordu-52;100;106;303;226
2016;August;Osmaniye-80;79;62;152;155
2016;August;Rize-53;17;59;74;89
2016;August;Sakarya-54;347;262;799;605
2016;August;Samsun-55;264;342;774;781
2016;August;Sanliurfa-63;155;154;700;500
2016;August;Siirt-56;23;22;96;78
2016;August;Sinop-57;80;44;169;99
2016;August;Sirnak-73;3;0;39;15
2016;August;Sivas-58;141;91;438;308
2016;August;Tekirdag-59;570;564;804;1022
2016;August;Tokat-60;91;107;154;170
2016;August;Trabzon-61;100;137;516;478
2016;August;Tunceli-62;34;13;78;32
2016;August;Usak-64;43;40;121;112
2016;August;Van-65;40;59;169;162
2016;August;Yalova-77;60;77;276;421
2016;August;Yozgat-66;47;74;240;237
2016;August;Zonguldak-67;71;102;226;209
2016;September;Adana-1;485;572;808;620
2016;September;Adiyaman-2;102;115;198;112
2016;September;Afyonkarahisar-3;153;91;293;265
2016;September;Agri-4;33;22;139;50
2016;September;Aksaray-68;74;61;178;128
2016;September;Amasya-5;137;116;141;133
2016;September;Ankara-6;1822;3368;2797;3577
2016;September;Antalya-7;545;1054;1191;1785
2016;September;Ardahan-75;2;5;1;5
2016;September;Artvin-8;27;53;39;48
2016;September;Aydin-9;373;524;774;1045
2016;September;Balikesir-10;283;480;538;1028
2016;September;Bartin-74;79;54;92;51
2016;September;Batman-72;66;23;183;77
2016;September;Bayburt-69;11;4;31;26
2016;September;Bilecik-11;91;64;106;83
2016;September;Bingol-12;13;9;112;39
2016;September;Bitlis-13;21;20;73;58
2016;September;Bolu-14;92;92;162;145
2016;September;Burdur-15;42;39;100;77
2016;September;Bursa-16;882;845;985;1242
2016;September;Canakkale-17;192;227;441;370
2016;September;Cankiri-18;75;66;112;75
2016;September;Corum-19;134;174;295;236
2016;September;Denizli-20;301;235;438;303
2016;September;Diyarbakir-21;304;249;495;401
2016;September;Duzce-81;132;65;191;132
2016;September;Edirne-22;112;158;239;213
2016;September;Elazig-23;80;171;280;433
2016;September;Erzincan-24;45;30;65;71
2016;September;Erzurum-25;92;102;176;222
2016;September;Eskisehir-26;384;390;533;562
2016;September;Gaziantep-27;392;442;741;650
2016;September;Giresun-28;61;106;227;144
2016;September;Gumushane-29;21;15;65;36
2016;September;Hakkari-30;1;1;9;1
2016;September;Hatay-31;269;244;647;564
2016;September;Igdir-76;51;17;52;38
2016;September;Isparta-32;60;81;206;167
2016;September;Istanbul-34;3411;3899;4574;5156
2016;September;Izmir-35;944;1722;1398;1986
2016;September;Kahramanmaras-46;315;162;539;297
2016;September;Karabuk-78;88;67;124;114
2016;September;Karaman-70;47;68;136;67
2016;September;Kars-36;44;23;88;33
2016;September;Kastamonu-37;144;108;295;145
2016;September;Kayseri-38;251;680;703;1121
2016;September;Kilis-79;28;27;93;61
2016;September;Kirikkale-71;81;94;237;199
2016;September;Kirklareli-39;145;131;239;166
2016;September;Kirsehir-40;54;51;166;126
2016;September;Kocaeli-41;501;630;683;788
2016;September;Konya-42;450;529;900;919
2016;September;Kutahya-43;130;158;387;210
2016;September;Malatya-44;170;235;463;370
2016;September;Manisa-45;386;400;576;420
2016;September;Mardin-47;100;50;263;149
2016;September;Mersin-33;382;694;589;1044
2016;September;Mugla-48;157;364;265;784
2016;September;Mus-49;13;23;35;43
2016;September;Nevsehir-50;14;47;46;95
2016;September;Nigde-51;89;74;146;168
2016;September;Ordu-52;167;125;252;219
2016;September;Osmaniye-80;70;88;154;136
2016;September;Rize-53;47;58;78;65
2016;September;Sakarya-54;325;269;735;521
2016;September;Samsun-55;368;389;518;584
2016;September;Sanliurfa-63;202;231;668;451
2016;September;Siirt-56;27;11;97;60
2016;September;Sinop-57;69;57;115;110
2016;September;Sirnak-73;3;2;12;15
2016;September;Sivas-58;203;108;399;246
2016;September;Tekirdag-59;683;596;644;937
2016;September;Tokat-60;104;123;128;140
2016;September;Trabzon-61;111;183;425;392
2016;September;Tunceli-62;30;25;96;30
2016;September;Usak-64;112;81;208;188
2016;September;Van-65;31;65;142;142
2016;September;Yalova-77;80;68;200;356
2016;September;Yozgat-66;58;84;135;158
2016;September;Zonguldak-67;84;143;111;197
2016;October;Adana-1;394;620;1056;796
2016;October;Adiyaman-2;112;91;208;149
2016;October;Afyonkarahisar-3;158;131;399;275
2016;October;Agri-4;33;27;112;66
2016;October;Aksaray-68;144;71;252;154
2016;October;Amasya-5;110;120;182;121
2016;October;Ankara-6;2143;3771;4175;4360
2016;October;Antalya-7;652;1377;1431;2094
2016;October;Ardahan-75;9;8;6;5
2016;October;Artvin-8;51;64;55;51
2016;October;Aydin-9;451;590;919;1172
2016;October;Balikesir-10;320;573;486;1216
2016;October;Bartin-74;68;49;111;84
2016;October;Batman-72;80;36;252;103
2016;October;Bayburt-69;17;5;36;20
2016;October;Bilecik-11;110;70;118;79
2016;October;Bingol-12;26;4;268;87
2016;October;Bitlis-13;30;22;79;46
2016;October;Bolu-14;134;98;164;198
2016;October;Burdur-15;70;44;155;98
2016;October;Bursa-16;993;1083;1261;1471
2016;October;Canakkale-17;178;286;484;428
2016;October;Cankiri-18;70;71;114;84
2016;October;Corum-19;173;164;278;200
2016;October;Denizli-20;307;301;368;380
2016;October;Diyarbakir-21;369;253;517;497
2016;October;Duzce-81;142;85;179;173
2016;October;Edirne-22;104;176;220;266
2016;October;Elazig-23;96;158;569;385
2016;October;Erzincan-24;64;36;335;66
2016;October;Erzurum-25;109;121;300;276
2016;October;Eskisehir-26;507;441;777;764
2016;October;Gaziantep-27;457;496;1187;766
2016;October;Giresun-28;100;118;172;186
2016;October;Gumushane-29;15;11;51;25
2016;October;Hakkari-30;3;0;2;5
2016;October;Hatay-31;342;293;727;537
2016;October;Igdir-76;50;19;59;30
2016;October;Isparta-32;67;94;176;182
2016;October;Istanbul-34;4066;4555;5930;6543
2016;October;Izmir-35;1097;2032;2122;2638
2016;October;Kahramanmaras-46;302;170;625;318
2016;October;Karabuk-78;100;77;201;120
2016;October;Karaman-70;53;77;133;94
2016;October;Kars-36;89;43;106;61
2016;October;Kastamonu-37;117;83;203;145
2016;October;Kayseri-38;294;703;714;1202
2016;October;Kilis-79;24;33;155;85
2016;October;Kirikkale-71;90;91;220;214
2016;October;Kirklareli-39;125;151;369;183
2016;October;Kirsehir-40;76;85;135;125
2016;October;Kocaeli-41;550;758;1012;1093
2016;October;Konya-42;468;602;1237;1126
2016;October;Kutahya-43;139;138;281;264
2016;October;Malatya-44;179;249;389;485
2016;October;Manisa-45;418;533;644;568
2016;October;Mardin-47;107;65;289;182
2016;October;Mersin-33;434;792;617;1252
2016;October;Mugla-48;231;379;376;937
2016;October;Mus-49;13;31;38;70
2016;October;Nevsehir-50;14;57;49;115
2016;October;Nigde-51;67;95;160;164
2016;October;Ordu-52;209;169;242;287
2016;October;Osmaniye-80;138;103;203;165
2016;October;Rize-53;64;72;113;109
2016;October;Sakarya-54;355;282;762;747
2016;October;Samsun-55;338;398;666;721
2016;October;Sanliurfa-63;231;282;785;512
2016;October;Siirt-56;39;20;103;61
2016;October;Sinop-57;66;63;126;103
2016;October;Sirnak-73;1;1;13;19
2016;October;Sivas-58;263;128;468;285
2016;October;Tekirdag-59;691;629;801;1058
2016;October;Tokat-60;88;112;142;168
2016;October;Trabzon-61;136;215;485;532
2016;October;Tunceli-62;19;14;50;35
2016;October;Usak-64;90;103;248;213
2016;October;Van-65;35;91;151;140
2016;October;Yalova-77;69;88;258;426
2016;October;Yozgat-66;87;92;257;136
2016;October;Zonguldak-67;96;146;233;217
2016;November;Adana-1;437;675;927;731
2016;November;Adiyaman-2;160;125;286;148
2016;November;Afyonkarahisar-3;128;130;280;318
2016;November;Agri-4;32;20;107;79
2016;November;Aksaray-68;115;94;194;150
2016;November;Amasya-5;114;110;143;128
2016;November;Ankara-6;2401;3856;4404;4641
2016;November;Antalya-7;666;1310;1440;2174
2016;November;Ardahan-75;19;6;12;7
2016;November;Artvin-8;27;45;41;42
2016;November;Aydin-9;469;613;929;1150
2016;November;Balikesir-10;332;569;681;1071
2016;November;Bartin-74;76;50;118;90
2016;November;Batman-72;63;43;222;108
2016;November;Bayburt-69;7;5;28;12
2016;November;Bilecik-11;104;87;190;94
2016;November;Bingol-12;42;7;309;56
2016;November;Bitlis-13;24;23;55;59
2016;November;Bolu-14;190;94;192;273
2016;November;Burdur-15;51;44;325;79
2016;November;Bursa-16;1014;1077;1256;1590
2016;November;Canakkale-17;184;214;600;384
2016;November;Cankiri-18;66;62;188;80
2016;November;Corum-19;141;187;249;245
2016;November;Denizli-20;348;331;473;416
2016;November;Diyarbakir-21;312;222;654;514
2016;November;Duzce-81;177;76;217;170
2016;November;Edirne-22;131;133;191;259
2016;November;Elazig-23;95;135;319;413
2016;November;Erzincan-24;51;23;84;71
2016;November;Erzurum-25;173;118;335;247
2016;November;Eskisehir-26;442;432;698;660
2016;November;Gaziantep-27;438;474;872;762
2016;November;Giresun-28;97;105;217;182
2016;November;Gumushane-29;15;14;45;18
2016;November;Hakkari-30;0;0;3;2
2016;November;Hatay-31;347;328;919;589
2016;November;Igdir-76;48;12;49;29
2016;November;Isparta-32;56;83;180;164
2016;November;Istanbul-34;4279;4670;6442;7108
2016;November;Izmir-35;1099;2018;2155;2619
2016;November;Kahramanmaras-46;326;191;625;284
2016;November;Karabuk-78;94;90;151;118
2016;November;Karaman-70;51;53;130;85
2016;November;Kars-36;61;42;110;47
2016;November;Kastamonu-37;117;71;220;131
2016;November;Kayseri-38;253;725;910;1173
2016;November;Kilis-79;15;29;73;56
2016;November;Kirikkale-71;79;88;192;263
2016;November;Kirklareli-39;160;156;310;225
2016;November;Kirsehir-40;65;68;168;135
2016;November;Kocaeli-41;571;842;1220;1227
2016;November;Konya-42;456;578;1110;1112
2016;November;Kutahya-43;127;139;284;257
2016;November;Malatya-44;175;235;372;438
2016;November;Manisa-45;443;488;611;581
2016;November;Mardin-47;102;63;319;137
2016;November;Mersin-33;490;805;771;1221
2016;November;Mugla-48;237;367;405;797
2016;November;Mus-49;8;17;54;44
2016;November;Nevsehir-50;30;67;80;106
2016;November;Nigde-51;100;92;187;189
2016;November;Ordu-52;192;164;286;263
2016;November;Osmaniye-80;148;110;196;147
2016;November;Rize-53;71;86;163;96
2016;November;Sakarya-54;346;299;755;718
2016;November;Samsun-55;343;446;720;717
2016;November;Sanliurfa-63;212;235;787;559
2016;November;Siirt-56;46;22;96;64
2016;November;Sinop-57;58;55;98;58
2016;November;Sirnak-73;3;3;24;19
2016;November;Sivas-58;260;204;485;292
2016;November;Tekirdag-59;730;625;924;1026
2016;November;Tokat-60;119;114;153;111
2016;November;Trabzon-61;116;188;410;459
2016;November;Tunceli-62;43;20;71;20
2016;November;Usak-64;87;109;208;201
2016;November;Van-65;78;61;126;124
2016;November;Yalova-77;54;77;213;527
2016;November;Yozgat-66;79;107;217;141
2016;November;Zonguldak-67;102;173;187;164
2016;December;Adana-1;432;607;1122;749
2016;December;Adiyaman-2;149;100;429;141
2016;December;Afyonkarahisar-3;200;107;307;329
2016;December;Agri-4;28;11;154;65
2016;December;Aksaray-68;95;79;235;152
2016;December;Amasya-5;99;90;234;119
2016;December;Ankara-6;2367;3655;4370;5226
